[06-Jan-2023 11:26:32 Asia/Kolkata] PHP Notice:  Undefined index: __user_logid in /var/www/html/erpm/AppCode/nHead.php on line 2
[06-Jan-2023 11:26:36 Asia/Kolkata] PHP Notice:  Undefined index: __user_logid in /var/www/html/erpm/AppCode/nHead.php on line 2
[06-Jan-2023 11:27:07 Asia/Kolkata] PHP Warning:  mysqli_stmt::bind_param(): Number of elements in type definition string doesn't match number of bind variables in /var/www/html/erpm/Controller/ConLog.php on line 464
[06-Jan-2023 11:27:17 Asia/Kolkata] PHP Warning:  mysqli_stmt::bind_param(): Number of elements in type definition string doesn't match number of bind variables in /var/www/html/erpm/Controller/ConLog.php on line 464
[06-Jan-2023 11:28:34 Asia/Kolkata] PHP Notice:  Undefined index: __user_logid in /var/www/html/erpm/AppCode/nHead.php on line 2
[06-Jan-2023 11:28:38 Asia/Kolkata] PHP Warning:  mysqli_stmt::bind_param(): Number of elements in type definition string doesn't match number of bind variables in /var/www/html/erpm/Controller/ConLog.php on line 464
[06-Jan-2023 11:28:40 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/index.php on line 346
[06-Jan-2023 11:34:48 Asia/Kolkata] PHP Notice:  Undefined index: __user_logid in /var/www/html/erpm/AppCode/nHead.php on line 2
[06-Jan-2023 11:35:07 Asia/Kolkata] PHP Warning:  mysqli_stmt::bind_param(): Number of elements in type definition string doesn't match number of bind variables in /var/www/html/erpm/Controller/ConLog.php on line 464
[06-Jan-2023 11:35:07 Asia/Kolkata] PHP Warning:  Use of undefined constant EMS_CenterName - assumed 'EMS_CenterName' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 470
[06-Jan-2023 11:35:07 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_HOST - assumed 'EMAIL_HOST' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 473
[06-Jan-2023 11:35:07 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_AUTH - assumed 'EMAIL_AUTH' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 474
[06-Jan-2023 11:35:07 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_USER - assumed 'EMAIL_USER' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 475
[06-Jan-2023 11:35:07 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_PASS - assumed 'EMAIL_PASS' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 476
[06-Jan-2023 11:35:07 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_SMTPSecure - assumed 'EMAIL_SMTPSecure' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 477
[06-Jan-2023 11:35:07 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_PORT - assumed 'EMAIL_PORT' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 478
[06-Jan-2023 11:35:07 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_FROM - assumed 'EMAIL_FROM' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 479
[06-Jan-2023 11:35:07 Asia/Kolkata] PHP Warning:  Use of undefined constant EMS_CenterName - assumed 'EMS_CenterName' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 482
[06-Jan-2023 11:35:21 Asia/Kolkata] PHP Notice:  Undefined index: txt_dateFor in /var/www/html/erpm/View/rpt_payroll.php on line 47
[06-Jan-2023 11:35:21 Asia/Kolkata] PHP Notice:  Undefined index: ddl_clfs_Process in /var/www/html/erpm/View/rpt_payroll.php on line 53
[06-Jan-2023 11:35:22 Asia/Kolkata] PHP Notice:  Undefined index: ddl_clfs_Process in /var/www/html/erpm/View/rpt_payroll.php on line 246
[06-Jan-2023 11:35:29 Asia/Kolkata] PHP Notice:  Undefined index: txt_dateFor in /var/www/html/erpm/View/rpt_payroll.php on line 47
[06-Jan-2023 11:35:29 Asia/Kolkata] PHP Notice:  Undefined index: ddl_clfs_Process in /var/www/html/erpm/View/rpt_payroll.php on line 53
[06-Jan-2023 11:35:29 Asia/Kolkata] PHP Notice:  Undefined index: ddl_clfs_Process in /var/www/html/erpm/View/rpt_payroll.php on line 246
[06-Jan-2023 11:37:28 Asia/Kolkata] PHP Notice:  Undefined index: subProcess in /var/www/html/erpm/View/ipp_handle.php on line 47
[06-Jan-2023 11:37:28 Asia/Kolkata] PHP Notice:  Undefined index: LocationID in /var/www/html/erpm/View/ipp_handle.php on line 51
[06-Jan-2023 11:37:55 Asia/Kolkata] PHP Warning:  mysqli_stmt::bind_param(): Number of variables doesn't match number of parameters in prepared statement in /var/www/html/erpm/View/BriefingMaster.php on line 1134
[06-Jan-2023 11:37:55 Asia/Kolkata] PHP Notice:  Trying to get property 'num_rows' of non-object in /var/www/html/erpm/View/BriefingMaster.php on line 1146
[06-Jan-2023 11:37:55 Asia/Kolkata] PHP Notice:  Undefined index: from_date2 in /var/www/html/erpm/View/BriefingMaster.php on line 1150
[06-Jan-2023 11:37:55 Asia/Kolkata] PHP Notice:  Undefined index: to_date in /var/www/html/erpm/View/BriefingMaster.php on line 1155
[06-Jan-2023 11:40:55 Asia/Kolkata] PHP Notice:  Undefined index: fileFor in /var/www/html/erpm/View/ipp_handle.php on line 45
[06-Jan-2023 11:40:55 Asia/Kolkata] PHP Notice:  Undefined index: subProcess in /var/www/html/erpm/View/ipp_handle.php on line 47
[06-Jan-2023 11:40:55 Asia/Kolkata] PHP Notice:  Undefined index: LocationID in /var/www/html/erpm/View/ipp_handle.php on line 51
[06-Jan-2023 11:41:09 Asia/Kolkata] PHP Notice:  Undefined index: txt_dateFor in /var/www/html/erpm/View/rpt_payroll.php on line 47
[06-Jan-2023 11:41:09 Asia/Kolkata] PHP Notice:  Undefined index: ddl_clfs_Process in /var/www/html/erpm/View/rpt_payroll.php on line 53
[06-Jan-2023 11:41:10 Asia/Kolkata] PHP Notice:  Undefined index: ddl_clfs_Process in /var/www/html/erpm/View/rpt_payroll.php on line 246
[06-Jan-2023 11:41:49 Asia/Kolkata] PHP Warning:  move_uploaded_file(/var/www/html/erpm/Config/../briefingDoc/1672985509-1.PNG): failed to open stream: Permission denied in /var/www/html/erpm/View/BriefingMaster.php on line 161
[06-Jan-2023 11:41:49 Asia/Kolkata] PHP Warning:  move_uploaded_file(): Unable to move '/tmp/phpYZPKN6' to '/var/www/html/erpm/Config/../briefingDoc/1672985509-1.PNG' in /var/www/html/erpm/View/BriefingMaster.php on line 161
[06-Jan-2023 11:41:49 Asia/Kolkata] PHP Fatal error:  Uncaught Error: Call to a member function bind_param() on bool in /var/www/html/erpm/View/BriefingMaster.php:213
Stack trace:
#0 {main}
