[03-Jan-2023 11:49:26 Asia/Kolkata] PHP Notice:  Undefined index: __user_logid in /var/www/html/erpm/AppCode/nHead.php on line 2
[03-Jan-2023 11:49:29 Asia/Kolkata] PHP Warning:  mysqli_stmt::bind_param(): Number of elements in type definition string doesn't match number of bind variables in /var/www/html/erpm/Controller/ConLog.php on line 464
[03-Jan-2023 11:49:29 Asia/Kolkata] PHP Notice:  Undefined index: to in /var/www/html/erpm/View/calcRange.php on line 42
[03-Jan-2023 11:49:30 Asia/Kolkata] PHP Notice:  Object of class mysqli_result could not be converted to int in /var/www/html/erpm/View/calcRange.php on line 412
[03-Jan-2023 11:49:30 Asia/Kolkata] PHP Notice:  Undefined index: 2023-01-02 in /var/www/html/erpm/View/calcRange.php on line 583
[03-Jan-2023 11:49:30 Asia/Kolkata] PHP Notice:  Undefined index: 2023-01-02 in /var/www/html/erpm/View/calcRange.php on line 932
[03-Jan-2023 11:49:30 Asia/Kolkata] PHP Notice:  Undefined index: 2023-01-02 in /var/www/html/erpm/View/calcRange.php on line 1225
[03-Jan-2023 11:49:30 Asia/Kolkata] PHP Notice:  Array to string conversion in /var/www/html/erpm/View/calcRange.php on line 1559
[03-Jan-2023 11:49:30 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/index.php on line 346
[03-Jan-2023 11:49:39 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 479
[03-Jan-2023 11:49:39 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 479
[03-Jan-2023 11:49:39 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 481
[03-Jan-2023 11:49:39 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 481
[03-Jan-2023 11:49:39 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 479
[03-Jan-2023 11:49:39 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 479
[03-Jan-2023 11:49:39 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 481
[03-Jan-2023 11:49:39 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 481
[03-Jan-2023 11:49:39 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 479
[03-Jan-2023 11:49:39 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 479
