[02-Jan-2023 10:03:40 Asia/Kolkata] PHP Notice:  Undefined index: __user_logid in /var/www/html/erpm/AppCode/nHead.php on line 2
[02-Jan-2023 10:03:44 Asia/Kolkata] PHP Warning:  mysqli_stmt::bind_param(): Number of elements in type definition string doesn't match number of bind variables in /var/www/html/erpm/Controller/ConLog.php on line 464
[02-Jan-2023 10:03:44 Asia/Kolkata] PHP Notice:  Undefined index: to in /var/www/html/erpm/View/calcRange.php on line 42
[02-Jan-2023 10:03:45 Asia/Kolkata] PHP Notice:  Object of class mysqli_result could not be converted to int in /var/www/html/erpm/View/calcRange.php on line 412
[02-Jan-2023 10:03:45 Asia/Kolkata] PHP Notice:  Undefined index: 2023-01-01 in /var/www/html/erpm/View/calcRange.php on line 583
[02-Jan-2023 10:03:45 Asia/Kolkata] PHP Notice:  Undefined index: 2023-01-01 in /var/www/html/erpm/View/calcRange.php on line 932
[02-Jan-2023 10:03:45 Asia/Kolkata] PHP Notice:  Undefined index: 2023-01-01 in /var/www/html/erpm/View/calcRange.php on line 1225
[02-Jan-2023 10:03:45 Asia/Kolkata] PHP Notice:  Undefined index: 2023-01-01 in /var/www/html/erpm/View/calcRange.php on line 1516
[02-Jan-2023 10:03:45 Asia/Kolkata] PHP Notice:  Array to string conversion in /var/www/html/erpm/View/calcRange.php on line 1559
[02-Jan-2023 10:03:59 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/index.php on line 346
[02-Jan-2023 10:05:46 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/index.php on line 346
[02-Jan-2023 10:09:00 Asia/Kolkata] PHP Notice:  Undefined index: __user_logid in /var/www/html/erpm/AppCode/nHead.php on line 2
[02-Jan-2023 10:09:05 Asia/Kolkata] PHP Warning:  mysqli_stmt::bind_param(): Number of elements in type definition string doesn't match number of bind variables in /var/www/html/erpm/Controller/ConLog.php on line 464
[02-Jan-2023 10:09:06 Asia/Kolkata] PHP Notice:  Undefined index: to in /var/www/html/erpm/View/calcRange.php on line 42
[02-Jan-2023 10:09:07 Asia/Kolkata] PHP Notice:  Object of class mysqli_result could not be converted to int in /var/www/html/erpm/View/calcRange.php on line 412
[02-Jan-2023 10:09:07 Asia/Kolkata] PHP Notice:  Undefined index: 2023-01-01 in /var/www/html/erpm/View/calcRange.php on line 583
[02-Jan-2023 10:09:07 Asia/Kolkata] PHP Notice:  Undefined index: 2023-01-01 in /var/www/html/erpm/View/calcRange.php on line 932
[02-Jan-2023 10:09:07 Asia/Kolkata] PHP Notice:  Undefined index: 2023-01-01 in /var/www/html/erpm/View/calcRange.php on line 1225
[02-Jan-2023 10:09:07 Asia/Kolkata] PHP Notice:  Undefined index: 2023-01-01 in /var/www/html/erpm/View/calcRange.php on line 1516
[02-Jan-2023 10:09:07 Asia/Kolkata] PHP Notice:  Array to string conversion in /var/www/html/erpm/View/calcRange.php on line 1559
[02-Jan-2023 10:09:27 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/index.php on line 346
[02-Jan-2023 10:09:39 Asia/Kolkata] PHP Warning:  mysqli_stmt::bind_param(): Number of elements in type definition string doesn't match number of bind variables in /var/www/html/erpm/Controller/ConLog.php on line 464
[02-Jan-2023 10:09:41 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/index.php on line 346
[02-Jan-2023 10:09:45 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/index.php on line 346
[02-Jan-2023 10:09:52 Asia/Kolkata] PHP Warning:  include_once(../Services/sendsms_API1.php): failed to open stream: No such file or directory in /var/www/html/erpm/View/download_esicard.php on line 11
[02-Jan-2023 10:09:52 Asia/Kolkata] PHP Warning:  include_once(): Failed opening '../Services/sendsms_API1.php' for inclusion (include_path='.:/usr/share/php') in /var/www/html/erpm/View/download_esicard.php on line 11
[02-Jan-2023 10:12:00 Asia/Kolkata] PHP Warning:  include_once(../Services/sendsms_API1.php): failed to open stream: No such file or directory in /var/www/html/erpm/View/download_esicard.php on line 11
[02-Jan-2023 10:12:00 Asia/Kolkata] PHP Warning:  include_once(): Failed opening '../Services/sendsms_API1.php' for inclusion (include_path='.:/usr/share/php') in /var/www/html/erpm/View/download_esicard.php on line 11
[02-Jan-2023 10:14:44 Asia/Kolkata] PHP Notice:  Undefined index: __user_logid in /var/www/html/erpm/AppCode/nHead.php on line 2
[02-Jan-2023 10:15:51 Asia/Kolkata] PHP Notice:  Undefined variable: date_From in /var/www/html/erpm/View/transfer_report.php on line 93
[02-Jan-2023 10:15:51 Asia/Kolkata] PHP Notice:  Undefined variable: date_To in /var/www/html/erpm/View/transfer_report.php on line 97
[02-Jan-2023 10:15:58 Asia/Kolkata] PHP Notice:  Undefined variable: date_From in /var/www/html/erpm/View/transfer_report.php on line 93
[02-Jan-2023 10:15:58 Asia/Kolkata] PHP Notice:  Undefined variable: date_To in /var/www/html/erpm/View/transfer_report.php on line 97
[02-Jan-2023 10:16:06 Asia/Kolkata] PHP Notice:  Undefined variable: date_From in /var/www/html/erpm/View/transfer_report.php on line 93
[02-Jan-2023 10:16:06 Asia/Kolkata] PHP Notice:  Undefined variable: date_To in /var/www/html/erpm/View/transfer_report.php on line 97
[02-Jan-2023 10:16:14 Asia/Kolkata] PHP Notice:  Undefined variable: date_From in /var/www/html/erpm/View/transfer_report.php on line 93
[02-Jan-2023 10:16:14 Asia/Kolkata] PHP Notice:  Undefined variable: date_To in /var/www/html/erpm/View/transfer_report.php on line 97
[02-Jan-2023 10:18:32 Asia/Kolkata] PHP Notice:  Undefined variable: date_From in /var/www/html/erpm/View/transfer_report.php on line 101
[02-Jan-2023 10:18:32 Asia/Kolkata] PHP Notice:  Undefined variable: date_To in /var/www/html/erpm/View/transfer_report.php on line 105
[02-Jan-2023 10:19:12 Asia/Kolkata] PHP Notice:  Undefined index: __user_logid in /var/www/html/erpm/AppCode/nHead.php on line 2
[02-Jan-2023 10:19:14 Asia/Kolkata] PHP Warning:  mysqli_stmt::bind_param(): Number of elements in type definition string doesn't match number of bind variables in /var/www/html/erpm/Controller/ConLog.php on line 464
[02-Jan-2023 10:19:16 Asia/Kolkata] PHP Notice:  Undefined index: to in /var/www/html/erpm/View/calcRange.php on line 42
[02-Jan-2023 10:19:17 Asia/Kolkata] PHP Notice:  Object of class mysqli_result could not be converted to int in /var/www/html/erpm/View/calcRange.php on line 412
[02-Jan-2023 10:19:17 Asia/Kolkata] PHP Notice:  Undefined index: 2023-01-01 in /var/www/html/erpm/View/calcRange.php on line 583
[02-Jan-2023 10:19:17 Asia/Kolkata] PHP Notice:  Undefined index: 2023-01-01 in /var/www/html/erpm/View/calcRange.php on line 932
[02-Jan-2023 10:19:17 Asia/Kolkata] PHP Notice:  Undefined index: 2023-01-01 in /var/www/html/erpm/View/calcRange.php on line 1225
[02-Jan-2023 10:19:17 Asia/Kolkata] PHP Notice:  Undefined index: 2023-01-01 in /var/www/html/erpm/View/calcRange.php on line 1516
[02-Jan-2023 10:19:17 Asia/Kolkata] PHP Notice:  Array to string conversion in /var/www/html/erpm/View/calcRange.php on line 1559
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:21:53 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:22:50 Asia/Kolkata] PHP Notice:  Undefined variable: date_From in /var/www/html/erpm/View/transfer_report.php on line 101
[02-Jan-2023 10:22:50 Asia/Kolkata] PHP Notice:  Undefined variable: date_To in /var/www/html/erpm/View/transfer_report.php on line 105
[02-Jan-2023 10:25:16 Asia/Kolkata] PHP Warning:  A non-numeric value encountered in /var/www/html/erpm/View/site_master.php on line 152
[02-Jan-2023 10:36:34 Asia/Kolkata] PHP Notice:  Undefined index: __user_logid in /var/www/html/erpm/AppCode/nHead.php on line 2
[02-Jan-2023 10:36:37 Asia/Kolkata] PHP Warning:  mysqli_stmt::bind_param(): Number of elements in type definition string doesn't match number of bind variables in /var/www/html/erpm/Controller/ConLog.php on line 464
[02-Jan-2023 10:36:37 Asia/Kolkata] PHP Notice:  Undefined index: to in /var/www/html/erpm/View/calcRange.php on line 42
[02-Jan-2023 10:36:39 Asia/Kolkata] PHP Notice:  Object of class mysqli_result could not be converted to int in /var/www/html/erpm/View/calcRange.php on line 412
[02-Jan-2023 10:36:39 Asia/Kolkata] PHP Notice:  Undefined index: 2023-01-01 in /var/www/html/erpm/View/calcRange.php on line 583
[02-Jan-2023 10:36:39 Asia/Kolkata] PHP Notice:  Undefined index: 2023-01-01 in /var/www/html/erpm/View/calcRange.php on line 932
[02-Jan-2023 10:36:39 Asia/Kolkata] PHP Notice:  Undefined index: 2023-01-01 in /var/www/html/erpm/View/calcRange.php on line 1225
[02-Jan-2023 10:36:39 Asia/Kolkata] PHP Notice:  Undefined index: 2023-01-01 in /var/www/html/erpm/View/calcRange.php on line 1516
[02-Jan-2023 10:36:39 Asia/Kolkata] PHP Notice:  Array to string conversion in /var/www/html/erpm/View/calcRange.php on line 1559
[02-Jan-2023 10:36:45 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:36:45 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:36:45 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:36:45 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:36:45 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:36:45 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:36:45 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:36:45 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:36:45 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:36:45 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:36:45 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:36:45 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:36:45 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:36:45 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:36:45 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:36:45 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 520
[02-Jan-2023 10:36:45 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:36:45 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/site_master.php on line 518
[02-Jan-2023 10:36:45 Asia/Kolkata] PHP Notice:  Undefined variable: row in /var/www/html/erpm/View/site_master.php on line 520
